Tanggal SPS,Tanggal Bayar,No. SPS,Saluran,ID Pembeli,KAB/ Kota,Nama Komoditi,Jenis Komoditi,Merk Komoditi,Kemasan,Satuan,Kolli Terjual,Kuantum Terjual (Kg/L),Harga per Kemasan,Nominal Penjualan
07-01-2019,07-01-2019,01482/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,6683,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,25,25,70000,1750000
07-01-2019,07-01-2019,01481/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18726,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,15,15,70000,1050000
07-01-2019,07-01-2019,01480/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,77351,KOTA DEPOK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,50,50,70000,3500000
07-01-2019,07-01-2019,01480/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,77351,KOTA DEPOK,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,1,Kg,15,15,12150,182250
07-01-2019,07-01-2019,01480/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,77351,KOTA DEPOK,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,5,25,72500,362500
07-01-2019,07-01-2019,01480/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,77351,KOTA DEPOK,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,5,25,59000,295000
07-01-2019,07-01-2019,01480/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,77351,KOTA DEPOK,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,40,40,11000,440000
07-01-2019,07-01-2019,01480/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,77351,KOTA DEPOK,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,5,5,8000,40000
07-01-2019,07-01-2019,01479/07/2019/09001/SPST,KOPERASI/ASOSIASI,71950,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,1,Kg,16,16,12000,192000
07-01-2019,07-01-2019,01479/07/2019/09001/SPST,KOPERASI/ASOSIASI,71950,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,4,20,71000,284000
07-01-2019,07-01-2019,01479/07/2019/09001/SPST,KOPERASI/ASOSIASI,71950,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,14,14,21500,301000
07-01-2019,07-01-2019,01479/07/2019/09001/SPST,KOPERASI/ASOSIASI,71950,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,11,11,70000,770000
07-01-2019,07-01-2019,01479/07/2019/09001/SPST,KOPERASI/ASOSIASI,71950,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,19,95,52750,1002250
07-01-2019,07-01-2019,01479/07/2019/09001/SPST,KOPERASI/ASOSIASI,71950,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,4,20,57500,230000
07-01-2019,07-01-2019,01479/07/2019/09001/SPST,KOPERASI/ASOSIASI,71950,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,109,109,11000,1199000
07-01-2019,07-01-2019,01479/07/2019/09001/SPST,KOPERASI/ASOSIASI,71950,KOTA ADM. JAKARTA TIMUR,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,50,50,10000,500000
07-01-2019,07-01-2019,01479/07/2019/09001/SPST,KOPERASI/ASOSIASI,71950,KOTA ADM. JAKARTA TIMUR,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,6,6,8000,48000
07-01-2019,07-01-2019,01485/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,79687,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,3,3,70000,210000
07-01-2019,07-01-2019,01485/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,79687,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,1,Kg,20,20,12150,243000
07-01-2019,07-01-2019,01485/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,79687,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,10,50,72500,725000
07-01-2019,07-01-2019,01485/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,79687,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,35,175,52500,1837500
07-01-2019,07-01-2019,01485/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,79687,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,25,125,59000,1475000
07-01-2019,07-01-2019,01485/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,79687,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,15,15,11000,165000
07-01-2019,07-01-2019,01485/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,79687,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,30,30,10500,315000
07-01-2019,07-01-2019,01485/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,79687,KOTA ADM. JAKARTA SELATAN,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,10,10,8000,80000
07-02-2019,07-02-2019,01571/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,73625,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,4,4,70000,280000
07-02-2019,07-02-2019,01571/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,73625,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,10,50,58500,585000
07-02-2019,07-02-2019,01571/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,73625,KOTA ADM. JAKARTA TIMUR,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,24,24,11500,276000
07-02-2019,07-02-2019,01571/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,73625,KOTA ADM. JAKARTA TIMUR,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,12,12,10000,120000
07-02-2019,07-02-2019,01570/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44072,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,40,40,70000,2800000
07-02-2019,07-02-2019,01569/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1086,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
07-02-2019,07-02-2019,01568/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1115,KOTA BEKASI,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,100,100,70000,7000000
07-02-2019,07-02-2019,01567/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,77351,KOTA DEPOK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,25,25,70000,1750000
07-02-2019,07-02-2019,01566/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1054,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,4,4,70000,280000
07-02-2019,07-02-2019,01565/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1065,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,1,5,54500,54500
07-02-2019,07-02-2019,01565/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1065,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,1,5,58500,58500
07-02-2019,07-02-2019,00041/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,23390,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,25,25,70000,1750000
07-02-2019,07-02-2019,00040/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,72463,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
07-02-2019,07-02-2019,00039/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,45064,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,80,80,70000,5600000
07-02-2019,07-02-2019,00038/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,72381,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
07-02-2019,07-02-2019,01564/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1116,KOTA BEKASI,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
07-02-2019,07-02-2019,01564/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1116,KOTA BEKASI,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,24,24,11500,276000
07-02-2019,07-02-2019,00037/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,51337,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,30,30,70000,2100000
07-02-2019,07-02-2019,01563/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,19290,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
07-02-2019,07-02-2019,01562/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37140,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,8,8,70000,560000
07-02-2019,07-02-2019,01562/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37140,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,2,2,11500,23000
07-02-2019,07-02-2019,01562/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37140,KOTA ADM. JAKARTA SELATAN,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,2,2,10000,20000
07-02-2019,07-02-2019,01562/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37140,KOTA ADM. JAKARTA SELATAN,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,2,2,8000,16000
07-02-2019,07-02-2019,01561/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44072,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,90,90,70000,6300000
07-02-2019,07-02-2019,01560/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,23809,KAB. TANGERANG,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,50,50,11500,575000
07-02-2019,07-02-2019,01559/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37986,KOTA BEKASI,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,15,75,71000,1065000
07-02-2019,07-02-2019,01559/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37986,KOTA BEKASI,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,35,175,57500,2012500
07-02-2019,07-02-2019,01559/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37986,KOTA BEKASI,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,84,84,10000,840000
07-02-2019,07-02-2019,01559/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,37986,KOTA BEKASI,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,20,20,8000,160000
07-02-2019,07-02-2019,01558/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,24134,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,3,3,22000,66000
07-02-2019,07-02-2019,01558/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,24134,KOTA ADM. JAKARTA TIMUR,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,1,5,58500,58500
07-02-2019,07-02-2019,01558/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,24134,KOTA ADM. JAKARTA TIMUR,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,5,5,10000,50000
07-02-2019,07-02-2019,01557/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,71362,KOTA BEKASI,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,5,5,21500,107500
07-02-2019,07-02-2019,01557/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,71362,KOTA BEKASI,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,20,100,57500,1150000
07-02-2019,07-02-2019,01557/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,71362,KOTA BEKASI,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,3,3,8000,24000
07-02-2019,07-02-2019,01555/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,2696,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,7,35,59000,413000
07-02-2019,07-02-2019,01555/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,2696,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,24,24,11500,276000
07-02-2019,07-02-2019,01554/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,25095,KOTA ADM. JAKARTA BARAT,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,15,15,70000,1050000
07-02-2019,07-02-2019,01553/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,21313,KOTA ADM. JAKARTA BARAT,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,2,2,70000,140000
07-02-2019,07-02-2019,01553/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,21313,KOTA ADM. JAKARTA BARAT,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,2,2,11500,23000
07-02-2019,07-02-2019,01552/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,3399,KOTA ADM. JAKARTA BARAT,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,8,8,70000,560000
07-02-2019,07-02-2019,01552/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,3399,KOTA ADM. JAKARTA BARAT,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,24,24,11500,276000
07-02-2019,07-02-2019,01550/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1048,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,1,1,70000,70000
07-02-2019,07-02-2019,01549/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,45055,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
07-02-2019,07-02-2019,00036/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,25103,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
07-02-2019,07-02-2019,01548/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,7718,KOTA DEPOK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,15,15,70000,1050000
07-02-2019,07-02-2019,01547/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18611,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
07-02-2019,07-02-2019,01546/07/2019/09001/SPST,HOREKA,88704,KOTA ADM. JAKARTA SELATAN,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,126,126,11500,1449000
07-02-2019,07-02-2019,01545/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44072,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,90,90,70000,6300000
07-02-2019,07-02-2019,01544/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1058,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,30,30,70000,2100000
07-02-2019,07-02-2019,01543/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,70948,KOTA BEKASI,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
07-02-2019,07-02-2019,00035/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,85140,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
07-02-2019,07-02-2019,00034/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,23391,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
07-02-2019,07-02-2019,00034/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,23391,KAB. SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,MANIS KITA,1,Kg,2,2,11000,22000
07-02-2019,07-02-2019,00034/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,23391,KAB. SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,7,7,9900,69300
07-02-2019,07-02-2019,00033/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,82975,KOTA SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,MANIS KITA,1,Kg,22,22,11000,242000
07-02-2019,07-02-2019,00033/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,82975,KOTA SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,60,60,9900,594000
07-02-2019,07-02-2019,00032/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,17971,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,15,15,70000,1050000
07-02-2019,07-02-2019,00031/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,85029,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,70,70,70000,4900000
07-02-2019,07-02-2019,00030/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,15637,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,4,4,70000,280000
07-02-2019,07-02-2019,00029/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,39976,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,100,100,70000,7000000
07-02-2019,07-02-2019,00028/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,85315,KOTA SERANG,GULA,GKP EKS RAWSUGAR PT.DSI,MANIS KITA,1,Kg,1,1,11000,11000
07-02-2019,07-02-2019,00028/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,85315,KOTA SERANG,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,2,2,9900,19800
07-02-2019,07-02-2019,01542/07/2019/09001/SPST,HOREKA,76360,KOTA ADM. JAKARTA BARAT,MINYAK GORENG,MINYAK GORENG,ROSE BRAND,18,L,6,108,208000,1248000
07-02-2019,07-02-2019,00027/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,85539,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,2,2,70000,140000
07-02-2019,07-02-2019,00026/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,39976,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,4,4,70000,280000
07-02-2019,07-02-2019,01541/07/2019/09001/SPST,KOPERASI/ASOSIASI,55495,KOTA ADM. JAKARTA PUSAT,GULA,GKP EKS RAWSUGAR PT.BMM,MANIS KITA,1,Kg,120,120,11500,1380000
07-02-2019,07-02-2019,01540/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67726,KOTA ADM. JAKARTA PUSAT,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,100,500,72500,7250000
07-02-2019,07-02-2019,01540/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67726,KOTA ADM. JAKARTA PUSAT,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,10,10,22000,220000
07-02-2019,07-02-2019,01540/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67726,KOTA ADM. JAKARTA PUSAT,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,200,1000,58500,11700000
07-02-2019,07-02-2019,01540/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67726,KOTA ADM. JAKARTA PUSAT,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,60,60,11500,690000
07-02-2019,07-02-2019,01540/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67726,KOTA ADM. JAKARTA PUSAT,MINYAK GORENG,MINYAK GORENG KITA,MINYAK GORENG KITA,1,L,15,15,10000,150000
07-02-2019,07-02-2019,01539/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,24711,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,100,100,70000,7000000
07-02-2019,07-02-2019,01538/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,6352,KOTA BEKASI,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,23,23,70000,1610000
07-02-2019,07-02-2019,01538/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,6352,KOTA BEKASI,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,200,gr,10,2,2300,23000
07-02-2019,07-02-2019,01538/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,6352,KOTA BEKASI,TEPUNG TERIGU,TERIGU KITA,TERIGU KITA,1,Kg,10,10,8000,80000
07-02-2019,07-02-2019,01537/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1149,KOTA DEPOK,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,75,75,70000,5250000
07-02-2019,07-02-2019,01536/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,7750,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
07-02-2019,07-02-2019,01535/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44071,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,1,Kg,3,3,12150,36450
07-02-2019,07-02-2019,01534/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,21313,KOTA ADM. JAKARTA BARAT,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,23,115,72500,1667500
07-02-2019,07-02-2019,01533/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,7750,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
07-02-2019,07-02-2019,01532/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,21313,KOTA ADM. JAKARTA BARAT,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,4,4,70000,280000
07-02-2019,07-02-2019,01531/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,59086,KOTA TANGERANG SELATAN,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,20,20,21000,420000
07-02-2019,07-02-2019,01531/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,59086,KOTA TANGERANG SELATAN,BERAS,PREMIUM 15%,BERAS KITA PREMIUM,5,Kg,60,300,52500,3150000
07-02-2019,07-02-2019,01531/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,59086,KOTA TANGERANG SELATAN,GULA,GKP EKS RAWSUGAR PT.JMR,MANIS KITA,1,Kg,96,96,11000,1056000
07-02-2019,07-02-2019,01530/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,5218,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,4,4,70000,280000
07-02-2019,07-02-2019,01529/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18611,KOTA ADM. JAKARTA TIMUR,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,20,20,70000,1400000
07-02-2019,07-02-2019,01528/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,25286,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,2,2,70000,140000
07-02-2019,07-02-2019,01527/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44876,KOTA TANGERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,10,10,70000,700000
07-02-2019,07-02-2019,01526/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18726,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,1,5,72500,72500
07-02-2019,07-02-2019,01526/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18726,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,4,4,22000,88000
07-02-2019,07-02-2019,01526/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,18726,KOTA ADM. JAKARTA SELATAN,BERAS,PREMIUM 10%,BERAS KITA PREMIUM,5,Kg,1,5,58500,58500
07-02-2019,07-02-2019,00025/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,88643,KOTA SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,5,5,70000,350000
07-02-2019,07-02-2019,00024/07/2019/09010/SPST,RPK-NON BPNT/Program Sembako,88641,KAB. SERANG,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,40,40,70000,2800000
07-02-2019,07-02-2019,01556/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67727,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERAS MILKY,1,Kg,10,10,20500,205000
07-02-2019,07-02-2019,01556/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,67727,KOTA ADM. JAKARTA TIMUR,BERAS,KHUSUS,BERASKITA BERAS MERAH,1,Kg,10,10,21500,215000
07-02-2019,07-02-2019,01551/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,1054,KOTA ADM. JAKARTA SELATAN,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,16,16,70000,1120000
07-03-2019,07-03-2019,01616/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,29556,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,25,25,70000,1750000
07-03-2019,07-03-2019,01615/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,9228,KOTA ADM. JAKARTA UTARA,DAGING KERBAU,HINDQUARTER,DAGING KITA,1,Kg,75,75,70000,5250000
07-03-2019,07-03-2019,01614/07/2019/09001/SPST,RPK-NON BPNT/Program Sembako,44071,KOTA ADM. JAKARTA SELATAN,BERAS,KHUSUS,BERAS PANDAN WANGI 5KG,5,Kg,5,25,72500,362500
